Date,Campaign,Platform,Placement,Age_Group,Region,Device,Spend_USD,Impressions,Reach,Clicks,Engagements,Conversions,Revenue_USD,CTR_%,Engagement_Rate_%,CPA_USD,ROAS,ROI_%
11-06-2027,Campaign 16,Instagram,Feed,45+,South,Desktop,1336.5,20866,65367,4918,5124,589,42431.75,23.57,7.84,2.27,31.75,3074.84
12-06-2027,Campaign 19,Facebook,Feed,25-34,North,Mobile,495.45,9593,37527,1579,9139,123,2390.73,16.46,24.35,4.03,4.83,382.54
13-06-2027,Campaign 3,Facebook,Explore,18-24,South,Mobile,874.92,11495,71648,1131,9159,857,36321.21,9.84,12.78,1.02,41.51,4051.37
14-06-2027,Campaign 10,Instagram,Reels,35-44,West,Mobile,1700.24,9837,17937,3581,9065,199,2058.78,36.4,50.54,8.54,1.21,21.09
15-06-2027,Campaign 18,Instagram,Stories,45+,West,Desktop,1356.89,78708,38672,1201,8834,605,27892.8,1.53,22.84,2.24,20.56,1955.64
16-06-2027,Campaign 13,Instagram,Explore,45+,North,Desktop,1478.9,20680,2112,1772,4517,861,67933.45,8.57,213.87,1.72,45.94,4493.51
17-06-2027,Campaign 18,Instagram,Reels,18-24,South,Desktop,1195.38,57476,36545,766,9077,592,34115.39,1.33,24.84,2.02,28.54,2753.94
18-06-2027,Campaign 3,Facebook,Reels,18-24,West,Desktop,926.69,32346,49355,6279,4735,737,49015.66,19.41,9.59,1.26,52.89,5189.33
19-06-2027,Campaign 3,Facebook,Explore,18-24,West,Mobile,1530.15,25412,76561,4249,2983,655,23611.38,16.72,3.9,2.34,15.43,1443.08
20-06-2027,Campaign 12,Instagram,Explore,18-24,South,Mobile,182.46,90399,35082,2240,5984,888,18055.36,2.48,17.06,0.21,98.96,9795.52
21-06-2027,Campaign 20,Instagram,Feed,45+,South,Desktop,1362.66,32804,61482,254,548,911,5690.18,0.77,0.89,1.5,4.18,317.58
22-06-2027,Campaign 7,Instagram,Feed,35-44,West,Desktop,1994.55,67206,12304,6834,3410,245,20341.04,10.17,27.71,8.14,10.2,919.83
23-06-2027,Campaign 8,Facebook,Feed,35-44,South,Desktop,1571.37,12934,57625,3879,4685,513,33592.36,29.99,8.13,3.06,21.38,2037.78
24-06-2027,Campaign 9,Instagram,Stories,18-24,East,Mobile,616.6,32723,73551,3159,8208,670,17946.3,9.65,11.16,0.92,29.11,2810.53
25-06-2027,Campaign 14,Facebook,Explore,25-34,South,Desktop,591.75,22405,45885,4144,4509,569,25463.45,18.5,9.83,1.04,43.03,4203.08
26-06-2027,Campaign 5,Instagram,Reels,45+,West,Mobile,1351.08,20748,72246,5532,7973,146,11846.02,26.66,11.04,9.25,8.77,776.78
27-06-2027,Campaign 19,Facebook,Explore,35-44,West,Desktop,1796.92,72766,13588,5790,6151,836,46963.57,7.96,45.27,2.15,26.14,2513.56
28-06-2027,Campaign 16,Facebook,Reels,18-24,North,Mobile,1177,48413,21967,1382,8676,980,32844.88,2.85,39.5,1.2,27.91,2690.56
29-06-2027,Campaign 12,Instagram,Stories,25-34,East,Mobile,1078.43,24354,25256,7269,394,910,27648.1,29.85,1.56,1.19,25.64,2463.74
30-06-2027,Campaign 4,Facebook,Explore,25-34,West,Desktop,362.75,76490,59348,2098,1338,35,898.57,2.74,2.25,10.36,2.48,147.71
01-07-2027,Campaign 8,Facebook,Reels,18-24,East,Mobile,1445.14,90675,26052,6204,8141,227,18898.73,6.84,31.25,6.37,13.08,1207.74
02-07-2027,Campaign 7,Facebook,Reels,45+,South,Mobile,1419.48,19388,59479,1899,2916,808,48703.6,9.79,4.9,1.76,34.31,3331.09
03-07-2027,Campaign 15,Facebook,Feed,35-44,West,Desktop,1935.56,38523,61200,4892,1198,270,19539.88,12.7,1.96,7.17,10.1,909.52
04-07-2027,Campaign 6,Instagram,Stories,25-34,North,Mobile,635.37,59693,3506,5809,1837,286,24799.47,9.73,52.4,2.22,39.03,3803.15
05-07-2027,Campaign 5,Instagram,Explore,35-44,West,Desktop,1525.07,37732,21709,1287,2289,792,78211.47,3.41,10.54,1.93,51.28,5028.39
06-07-2027,Campaign 14,Instagram,Feed,35-44,North,Mobile,896.43,43646,59535,2068,2865,385,11049.86,4.74,4.81,2.33,12.33,1132.65
07-07-2027,Campaign 13,Instagram,Stories,25-34,East,Mobile,1139.02,23021,45840,5101,1322,560,12424.01,22.16,2.88,2.03,10.91,990.76
08-07-2027,Campaign 10,Instagram,Feed,18-24,North,Mobile,1642.09,95238,61587,6948,6649,66,3226.73,7.3,10.8,24.88,1.97,96.5
09-07-2027,Campaign 18,Facebook,Explore,25-34,South,Mobile,482.89,54776,60321,7773,510,717,5973.88,14.19,0.85,0.67,12.37,1137.11
10-07-2027,Campaign 4,Facebook,Reels,25-34,South,Desktop,718.59,21116,44202,567,3045,851,68261.43,2.69,6.89,0.84,94.99,9399.36
11-07-2027,Campaign 8,Facebook,Explore,45+,South,Desktop,1557.95,74009,57588,7885,8202,525,46702.53,10.65,14.24,2.97,29.98,2897.69
12-07-2027,Campaign 11,Facebook,Stories,35-44,West,Desktop,1162.39,90271,4090,1488,4886,75,5263.03,1.65,119.46,15.5,4.53,352.78
13-07-2027,Campaign 17,Instagram,Explore,18-24,South,Mobile,230.22,78620,60231,4136,9169,606,18458.47,5.26,15.22,0.38,80.18,7917.75
14-07-2027,Campaign 18,Instagram,Stories,35-44,South,Mobile,888.86,46771,22552,5177,886,540,9017.88,11.07,3.93,1.65,10.15,914.54
15-07-2027,Campaign 11,Facebook,Feed,25-34,West,Desktop,1193.93,30756,34741,2102,2209,144,5947.73,6.83,6.36,8.29,4.98,398.16
16-07-2027,Campaign 16,Instagram,Stories,18-24,East,Desktop,1823.56,84604,22661,7579,5546,320,26933.4,8.96,24.47,5.7,14.77,1376.97
17-07-2027,Campaign 12,Facebook,Reels,18-24,South,Desktop,417.55,96452,42025,6887,5935,344,13087.01,7.14,14.12,1.21,31.34,3034.24
18-07-2027,Campaign 13,Facebook,Reels,18-24,South,Desktop,1621.61,4919,7092,6305,2086,892,7362.73,128.18,29.41,1.82,4.54,354.04
19-07-2027,Campaign 16,Instagram,Reels,18-24,West,Mobile,304.72,25550,36674,7197,8226,594,18447.64,28.17,22.43,0.51,60.54,5953.96
20-07-2027,Campaign 1,Instagram,Feed,45+,East,Desktop,522.36,38524,1570,4418,9170,730,72302.73,11.47,584.08,0.72,138.42,13741.55
21-07-2027,Campaign 16,Instagram,Stories,18-24,East,Mobile,524.52,56606,13084,4567,7400,532,36858.84,8.07,56.56,0.99,70.27,6927.16
22-07-2027,Campaign 15,Instagram,Feed,25-34,East,Desktop,1761.08,70819,66843,2362,9899,545,49366.76,3.34,14.81,3.23,28.03,2703.21
23-07-2027,Campaign 6,Instagram,Explore,45+,West,Mobile,438.08,72227,61752,5627,5809,420,33017.12,7.79,9.41,1.04,75.37,7436.78
24-07-2027,Campaign 12,Instagram,Explore,25-34,North,Desktop,1584.57,25212,70278,2309,2503,471,26504.12,9.16,3.56,3.36,16.73,1572.64
25-07-2027,Campaign 8,Instagram,Explore,25-34,North,Desktop,950.52,42118,1765,3199,8362,379,7248.54,7.6,473.77,2.51,7.63,662.59
26-07-2027,Campaign 7,Facebook,Explore,35-44,South,Mobile,1998.23,30602,25198,831,4501,295,11245.76,2.72,17.86,6.77,5.63,462.79
27-07-2027,Campaign 2,Instagram,Reels,18-24,South,Mobile,1686.23,19540,62201,2763,6801,47,2841.4,14.14,10.93,35.88,1.69,68.51
28-07-2027,Campaign 12,Facebook,Stories,18-24,South,Desktop,1492.42,37829,74271,1294,3395,868,76132.34,3.42,4.57,1.72,51.01,5001.27
29-07-2027,Campaign 14,Facebook,Reels,25-34,North,Mobile,1747.92,58309,48199,2466,9053,891,27197,4.23,18.78,1.96,15.56,1455.96
30-07-2027,Campaign 16,Instagram,Stories,18-24,West,Desktop,1286.36,67403,12377,7151,2221,57,941.44,10.61,17.94,22.57,0.73,-26.81
31-07-2027,Campaign 11,Facebook,Stories,45+,South,Mobile,1695.12,73455,9036,6540,3682,792,46006.54,8.9,40.75,2.14,27.14,2614.06
01-08-2027,Campaign 20,Instagram,Feed,35-44,West,Desktop,559.2,24277,41364,6218,4297,887,19307.88,25.61,10.39,0.63,34.53,3352.77
02-08-2027,Campaign 9,Facebook,Explore,18-24,South,Desktop,240.52,61673,38443,1025,9921,236,14864.31,1.66,25.81,1.02,61.8,6080.07
03-08-2027,Campaign 10,Facebook,Stories,18-24,West,Desktop,1251.07,19676,2663,3541,5800,216,6487.46,18,217.8,5.79,5.19,418.55
04-08-2027,Campaign 17,Facebook,Explore,45+,West,Desktop,897.65,44844,40244,3475,7332,12,323.3,7.75,18.22,74.8,0.36,-63.98
05-08-2027,Campaign 12,Instagram,Explore,35-44,North,Desktop,881.56,66708,59391,5889,4388,638,27384.35,8.83,7.39,1.38,31.06,3006.35
06-08-2027,Campaign 6,Facebook,Explore,45+,West,Desktop,1077.16,11752,78564,466,1185,487,29879.02,3.97,1.51,2.21,27.74,2673.87
07-08-2027,Campaign 19,Facebook,Reels,25-34,East,Desktop,754.7,83548,16077,6708,8745,46,2613.04,8.03,54.39,16.41,3.46,246.24
08-08-2027,Campaign 11,Facebook,Explore,25-34,North,Desktop,1270.82,76711,58849,264,2721,337,9520.17,0.34,4.62,3.77,7.49,649.14
09-08-2027,Campaign 9,Instagram,Stories,18-24,South,Mobile,109.61,42670,20631,4028,8910,237,21248.49,9.44,43.19,0.46,193.86,19285.54
10-08-2027,Campaign 6,Facebook,Reels,35-44,North,Mobile,1941.29,69603,53652,1185,8928,74,1142.47,1.7,16.64,26.23,0.59,-41.15
11-08-2027,Campaign 16,Instagram,Explore,25-34,East,Mobile,1853.18,33478,68446,7147,2448,883,7725.74,21.35,3.58,2.1,4.17,316.89
12-08-2027,Campaign 20,Facebook,Feed,45+,East,Desktop,1873.78,28439,34500,3825,4974,20,1245.14,13.45,14.42,93.69,0.66,-33.55
13-08-2027,Campaign 16,Facebook,Explore,25-34,West,Desktop,761.76,36747,20897,5059,3136,73,1220.83,13.77,15.01,10.44,1.6,60.26
14-08-2027,Campaign 6,Facebook,Explore,25-34,East,Desktop,1087.19,31810,59915,1632,2449,57,3018.98,5.13,4.09,19.07,2.78,177.69
15-08-2027,Campaign 5,Instagram,Reels,45+,East,Mobile,1910.55,20302,38377,6170,5843,689,65743.32,30.39,15.23,2.77,34.41,3341.07
16-08-2027,Campaign 4,Facebook,Stories,18-24,East,Mobile,1809.57,68236,77670,4573,4532,951,67868.23,6.7,5.83,1.9,37.51,3650.52
17-08-2027,Campaign 2,Facebook,Explore,35-44,East,Mobile,1590.98,66467,27897,782,6275,998,63531.06,1.18,22.49,1.59,39.93,3893.2
18-08-2027,Campaign 6,Facebook,Reels,18-24,South,Mobile,844.3,36841,48280,2796,7365,778,46373.85,7.59,15.25,1.09,54.93,5392.58
19-08-2027,Campaign 9,Facebook,Reels,45+,South,Mobile,1150.46,46713,58320,7779,6203,383,8447.54,16.65,10.64,3,7.34,634.27
20-08-2027,Campaign 17,Instagram,Stories,25-34,North,Desktop,1596.18,51546,73592,7926,7458,805,37111.74,15.38,10.13,1.98,23.25,2225.03
21-08-2027,Campaign 14,Facebook,Reels,35-44,West,Mobile,582.37,5048,69289,2313,9363,467,17531.06,45.82,13.51,1.25,30.1,2910.3
22-08-2027,Campaign 7,Facebook,Stories,18-24,South,Desktop,1271.58,35290,32941,4558,2131,531,50732.83,12.92,6.47,2.39,39.9,3889.75
23-08-2027,Campaign 19,Facebook,Feed,45+,East,Desktop,1664.47,60906,15234,3854,1349,786,22024.05,6.33,8.86,2.12,13.23,1223.19
24-08-2027,Campaign 1,Facebook,Explore,25-34,West,Desktop,1429.54,78637,76172,2477,9587,683,34009.34,3.15,12.59,2.09,23.79,2279.04
25-08-2027,Campaign 20,Instagram,Reels,25-34,South,Mobile,984.99,31778,4376,5771,6908,67,6305.88,18.16,157.86,14.7,6.4,540.2
26-08-2027,Campaign 15,Facebook,Feed,18-24,North,Mobile,1189.99,29425,31783,281,3656,265,21192.62,0.95,11.5,4.49,17.81,1680.91
27-08-2027,Campaign 18,Facebook,Reels,45+,East,Desktop,1977.92,85388,42249,4980,8619,504,48700.99,5.83,20.4,3.92,24.62,2362.23
28-08-2027,Campaign 3,Instagram,Reels,25-34,West,Mobile,1223.88,92036,44025,4403,9088,125,7848.92,4.78,20.64,9.79,6.41,541.31
29-08-2027,Campaign 18,Facebook,Feed,25-34,South,Mobile,1581.95,60176,17447,7882,5399,862,31643.81,13.1,30.95,1.84,20,1900.3
30-08-2027,Campaign 2,Facebook,Reels,35-44,West,Desktop,1466.88,14674,17713,5425,3194,244,20381.74,36.97,18.03,6.01,13.89,1289.46
31-08-2027,Campaign 10,Facebook,Reels,25-34,South,Desktop,1417.91,64402,5858,452,3077,469,15330.83,0.7,52.53,3.02,10.81,981.23
01-09-2027,Campaign 11,Instagram,Feed,18-24,North,Desktop,1446.92,90731,52115,6617,1062,111,2292.53,7.29,2.04,13.04,1.58,58.44
02-09-2027,Campaign 3,Facebook,Reels,45+,East,Desktop,936.1,91907,60834,4915,5825,184,13265.93,5.35,9.58,5.09,14.17,1317.15
03-09-2027,Campaign 7,Instagram,Stories,45+,North,Desktop,974.61,35053,5539,114,5589,20,1314.02,0.33,100.9,48.73,1.35,34.83
04-09-2027,Campaign 8,Instagram,Reels,35-44,East,Mobile,962.33,13957,64983,2287,1368,359,31771.55,16.39,2.11,2.68,33.02,3201.52
05-09-2027,Campaign 19,Instagram,Explore,45+,East,Desktop,114.85,74644,19857,7820,5379,938,90407.12,10.48,27.09,0.12,787.18,78617.56
06-09-2027,Campaign 18,Instagram,Reels,18-24,West,Mobile,520.08,55616,6364,999,472,313,27053.77,1.8,7.42,1.66,52.02,5101.85
07-09-2027,Campaign 13,Instagram,Explore,25-34,South,Mobile,351.4,19829,66985,222,4480,731,7823.21,1.12,6.69,0.48,22.26,2126.3
08-09-2027,Campaign 13,Instagram,Explore,35-44,North,Desktop,1778.57,7837,60169,6952,7717,593,40400.36,88.71,12.83,3,22.72,2171.51
09-09-2027,Campaign 19,Instagram,Reels,45+,North,Desktop,586.19,66141,22078,7985,9896,741,58946.24,12.07,44.82,0.79,100.56,9955.82
10-09-2027,Campaign 12,Facebook,Feed,35-44,North,Mobile,319.96,17032,38574,2725,6379,609,59854.49,16,16.54,0.53,187.07,18606.87
11-09-2027,Campaign 17,Facebook,Stories,35-44,West,Desktop,283.55,28352,1869,6754,195,185,7509.67,23.82,10.43,1.53,26.48,2548.45
12-09-2027,Campaign 12,Instagram,Stories,45+,West,Mobile,1414.98,32215,63624,1300,4469,178,3762.7,4.04,7.02,7.95,2.66,165.92
13-09-2027,Campaign 13,Instagram,Reels,35-44,West,Desktop,61.86,58319,41075,3098,4041,358,30798.25,5.31,9.84,0.17,497.87,49687.02
14-09-2027,Campaign 12,Instagram,Feed,45+,East,Desktop,969.04,76642,4659,7798,7121,358,12587.04,10.17,152.84,2.71,12.99,1198.92
15-09-2027,Campaign 19,Instagram,Feed,18-24,North,Mobile,281.8,43247,37370,4055,9492,223,13787.91,9.38,25.4,1.26,48.93,4792.8
16-09-2027,Campaign 14,Instagram,Stories,45+,East,Mobile,1706.84,96302,59185,5557,4044,659,27704.36,5.77,6.83,2.59,16.23,1523.14
17-09-2027,Campaign 7,Instagram,Feed,25-34,North,Desktop,1918.98,45048,44751,6594,5968,319,13787.5,14.64,13.34,6.02,7.18,618.48
18-09-2027,Campaign 13,Facebook,Reels,45+,North,Desktop,1919.57,77532,63758,687,5496,438,32667.85,0.89,8.62,4.38,17.02,1601.83
19-09-2027,Campaign 6,Facebook,Reels,25-34,South,Desktop,911.83,68714,6131,998,8141,909,35760.18,1.45,132.78,1,39.22,3821.8
20-09-2027,Campaign 19,Instagram,Feed,35-44,North,Mobile,1306.8,37319,2358,2310,231,286,20260.85,6.19,9.8,4.57,15.5,1450.42
21-09-2027,Campaign 19,Instagram,Reels,45+,West,Desktop,1219.42,18025,58371,6246,7390,263,1673,34.65,12.66,4.64,1.37,37.2
22-09-2027,Campaign 4,Instagram,Explore,25-34,West,Desktop,732.58,11780,17246,6817,9682,872,31253.79,57.87,56.14,0.84,42.66,4166.26
23-09-2027,Campaign 19,Facebook,Stories,45+,West,Desktop,915.93,24706,18216,1744,6616,563,19879.07,7.06,36.32,1.63,21.7,2070.37
24-09-2027,Campaign 9,Instagram,Reels,45+,South,Desktop,175.43,44916,42209,4897,9441,9,685.25,10.9,22.37,19.49,3.91,290.61
25-09-2027,Campaign 16,Facebook,Feed,45+,South,Mobile,1601.61,77503,43987,4807,6006,578,20162.33,6.2,13.65,2.77,12.59,1158.88
26-09-2027,Campaign 4,Facebook,Stories,18-24,East,Mobile,519.57,32856,21577,6332,907,984,64123.42,19.27,4.2,0.53,123.42,12241.63
27-09-2027,Campaign 6,Facebook,Reels,25-34,North,Mobile,948.03,11179,43320,6611,150,600,42245.89,59.14,0.35,1.58,44.56,4356.18
